parent_qid,parent_label,child_qid,child_label,relation,confidence,source_url,target_url,context,model,cache_hit
Q16908484,Maximal subgroup,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/maximal_subgroup,https://mathgloss.github.io/MathGloss/chicago/group,Let $G$ be a group. A maximal subgroup of $G$ is proper a subgroup of $G$ that is not contained in any other proper su,deepseek-v3.1:671b-cloud,yes
Q16908484,Maximal subgroup,Q466109,SubGroup,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/maximal_subgroup,https://mathgloss.github.io/MathGloss/chicago/subgroup,Let $G$ be a group. A maximal subgroup of $G$ is proper a subgroup of $G$ that is not contained in any other proper subgroup of $G$.,deepseek-v3.1:671b-cloud,yes
Q16977077,Linear Lie algebra,Q629933,Subalgebra,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/linear_lie_algebra,https://mathgloss.github.io/MathGloss/chicago/subalgebra,Any subalgebra of a general linear algebra $\mathfrak{gl}(V)$ is called a linear Lie algebra.,deepseek-v3.1:671b-cloud,yes
Q16977077,Linear Lie algebra,Q17521172,Q17521172,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/linear_lie_algebra,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra,Any subalgebra of a general linear algebra $\mathfrak{gl}(V)$ is called a linear Lie algebra.,deepseek-v3.1:671b-cloud,yes
Q170058,Continuity property,,preimage,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/continuous,https://mathgloss.github.io/MathGloss/chicago/preimage,Let $f: X\to Y$ be a function between topological spaces $X$ and $Y$. Then $f$ is continuous if and only if the preimage of an open set in $Y$ is open in $X$. A function $f: X\to Y$ between [metric spaces](https://mathgloss.github.,deepseek-v3.1:671b-cloud,yes
Q170058,Continuity property,Q213363,Open set,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/continuous,https://mathgloss.github.io/MathGloss/chicago/open,"logical_space) $X$ and $Y$. Then $f$ is continuous if and only if the preimage of an open set in $Y$ is open in $X$. A function $f: X\to Y$ between metric spaces $(X,\rho)$ and $(Y,\sigma)$ is continuous at $x\in X$ if and only if for every $\varepsilon > 0$, t",deepseek-v3.1:671b-cloud,yes
Q170058,Continuity property,,sequence_convergence,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/continuous,https://mathgloss.github.io/MathGloss/chicago/sequence_convergence,"$f: X\to Y$ between metric spaces $(X,\rho)$ and $(Y,\sigma)$ is continuous at $x\in X$ if and only if for any sequence $\{x_n\}_{n\in\mathbb N}$ in $X$ converging to $x$, $\{f(x_n)\}_{n\in \mathbb N}$ converges to $f(x)$. These three definitions are all equivalent in their respective contexts.",deepseek-v3.1:671b-cloud,yes
Q17099189,Multiplicative character,,group_homomorphism,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/multiplicative_character,https://mathgloss.github.io/MathGloss/chicago/group_homomorphism,A multiplicative character on a topological group $G$ is a homomorphism from $G$ to the group of units of the field o,deepseek-v3.1:671b-cloud,yes
Q17099189,Multiplicative character,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/multiplicative_character,https://mathgloss.github.io/MathGloss/chicago/group,tiplicative character** on a topological group $G$ is a homomorphism from $G$ to the group of units of the field of complex numbers $\mathbb C^\times$.,deepseek-v3.1:671b-cloud,yes
Q17102802,Rng (algebra),Q164307,BinaryOperation,has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/rng,https://mathgloss.github.io/MathGloss/chicago/binary_operation,A rng is a set $R$ together with two binary operations $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a [semigroup](https://mathgloss.g,deepseek-v3.1:671b-cloud,yes
Q17102802,Rng (algebra),,abelian,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/rng,https://mathgloss.github.io/MathGloss/chicago/abelian,A rng is a set $R$ together with two binary operations $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a semigroup under $\cdot$; 3. $\cdot$ distributes over $+$: $a\cdot (b+c)=(a\c,deepseek-v3.1:671b-cloud,yes
Q17102802,Rng (algebra),Q207348,SemiGroup,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/rng,https://mathgloss.github.io/MathGloss/chicago/semigroup,Gloss/chicago/binary_operation) $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a semigroup under $\cdot$; 3. $\cdot$ distributes over $+$: $a\cdot (b+c)=(a\cdot b) + (a\cdot c)$ and $(b+c)\cdot a = (b\cdot a) + (c\cdot a)$. This is just a ring without a m,deepseek-v3.1:671b-cloud,yes
Q17102802,Rng (algebra),Q161172,Ring (mathematics),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/rng,https://mathgloss.github.io/MathGloss/chicago/ring,a semigroup under $\cdot$; 3. $\cdot$ distributes over $+$: $a\cdot (b+c)=(a\cdot b) + (a\cdot c)$ and $(b+c)\cdot a = (b\cdot a) + (c\cdot a)$. This is just a ring without a multiplicative identity.,deepseek-v3.1:671b-cloud,yes
Q173582,Gradient,Q186475,Partial derivative,has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/gradient,https://mathgloss.github.io/MathGloss/chicago/partial_derivative,"thgloss.github.io/MathGloss/chicago/open) subset and $f:U\to \mathbb R$ be differentiable on $U$. The gradient of $f$ at $a \in U$ is the vector of the partial derivatives of $f$: $$\nabla f(a) = \left(\frac{\partial f}{\partial x_1}(a),\cdots, \frac{\partial f}{\partial x_n}(a) \right).$$",deepseek-v3.1:671b-cloud,yes
Q173853,Quaternian,Q744960,Associative algebra,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/quaternion_algebra,https://mathgloss.github.io/MathGloss/chicago/associative_algebra,"The quaternion algebra $\mathbb H$ is the four-dimensional associative algebra over $\mathbb R$ spanned by the elements $1,\mathbf i,\mathbf j,\mathbf k$ where $1$ is the [identity element](https://mathgloss.github.io/MathGloss/chicago/identity",deepseek-v3.1:671b-cloud,yes
Q173853,Quaternian,,identity_element,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/quaternion_algebra,https://mathgloss.github.io/MathGloss/chicago/identity_element,"gebra](https://mathgloss.github.io/MathGloss/chicago/associative_algebra) over $\mathbb R$ spanned by the elements $1,\mathbf i,\mathbf j,\mathbf k$ where $1$ is the identity element and the relations 1. $\mathbf i^2 = \mathbf j^2 = \mathbf k^2 = -1$; 2. $\mathbf{ij} = \mathbf k$; 3. $\mathbf{ji} = -\mathbf k$; 4. $\mathbf{jk} = \mathbf i$; 5. $\mathbf{kj} =-\mathbf i$; 6. $\mathbf{ki} = \mathbf j$;",deepseek-v3.1:671b-cloud,yes
Q17521172,Q17521172,,Lie_algebra,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra,https://mathgloss.github.io/MathGloss/chicago/Lie_algebra,"MathGloss/chicago/dimension_of_vector_space), then $\text{dim}(\text{End}(V)) = \text{dim}(V)^2$. The general linear algebra is a Lie algebra.",deepseek-v3.1:671b-cloud,yes
Q17521172,Q17521172,,general_linear_algebra_is_a_Lie_algebra,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra,https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra_is_a_Lie_algebra,"nd denote it $\mathfrak{gl}(V)$. If $V$ is of finite dimension, then $\text{dim}(\text{End}(V)) = \text{dim}(V)^2$. The general linear algebra is a Lie algebra.",deepseek-v3.1:671b-cloud,yes
Q1755242,Nilpotent group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/nilpotent_group,https://mathgloss.github.io/MathGloss/chicago/group,A group $G$ is nilpotent if its upper central series reaches $G$ after some finite number of steps. The number of steps is called the *nilpotency class,deepseek-v3.1:671b-cloud,yes
Q1755242,Nilpotent group,,upper_central_series,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/nilpotent_group,https://mathgloss.github.io/MathGloss/chicago/upper_central_series,A group $G$ is nilpotent if its upper central series reaches $G$ after some finite number of steps. The number of steps is called the nilpotency class of $G$.,deepseek-v3.1:671b-cloud,yes
Q176244,Frattini subgroup,Q466109,SubGroup,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/frattini_subgroup,https://mathgloss.github.io/MathGloss/chicago/subgroup,"Let $G$ be a group. The Frattini subgroup of $G$, denoted $\Phi(G)$, is the intersection of all of the [maximal subgroups](https://mathgloss.github.io/MathGloss/chicago/m",deepseek-v3.1:671b-cloud,yes
Q1764371,Signed measure,,σ-additive,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/signed_measure,https://mathgloss.github.io/MathGloss/chicago/σ-additive,"space](https://mathgloss.github.io/MathGloss/chicago/measurable) $(X,\Sigma)$ is a function $$\mu: \Sigma \to \mathbb R \cup \{-\infty\} \text{ or } \mathbb R \cup \{\infty\}$$ such that $\mu(\emptyset) =0$ and $\mu$ is σ-additive. Note that $\mu$ cannot take on both $-\infty$ and $\infty$ as values.",deepseek-v3.1:671b-cloud,yes
Q177251,Associative property,Q164307,BinaryOperation,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/associative,https://mathgloss.github.io/MathGloss/chicago/binary_operation,"A binary operation $\cdot$ on the set $A$ is associative if for all $a,b,c \in A$, the following relationship holds: $$a\cdot (b\cdot c) = (a\cdot b)\cdot c.$$",deepseek-v3.1:671b-cloud,yes
Q1780743,Compact operator,Q207643,Linear map,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/compact_linear_transformation,https://mathgloss.github.io/MathGloss/chicago/linear_transformation,A linear transformation $T:V\to V$ from a normed linear space $V$ to itself is compact if the closure of the [ima,deepseek-v3.1:671b-cloud,yes
Q1780921,Orthogonal complement,Q728435,Linear Algebra/Subspace,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_complement,https://mathgloss.github.io/MathGloss/chicago/vector_subspace,"hicago/vector_subspace) of the vector space $V$ is the set $$W^\perp = \{v \in V \mid \forall w \in W, \text{ } \langle v, w\rangle = 0\}.$$ This is itself a vector subspace: write_proof",deepseek-v3.1:671b-cloud,yes
Q1780921,Orthogonal complement,Q125977,VectorSpaces,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_complement,https://mathgloss.github.io/MathGloss/chicago/vector_space,"The orthogonal complement of $W$ a subspace of the vector space $V$ is the set $$W^\perp = \{v \in V \mid \forall w \in W, \text{ } \langle v, w\rangle = 0\}.$$ This is itself a vector subspace: write_proof",deepseek-v3.1:671b-cloud,yes
Q1782332,Divisible group,,abelian,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/divisible_group,https://mathgloss.github.io/MathGloss/chicago/abelian,"An abelian group $(A,+)$ is divisible if for every $d\in \mathbb N$ and for every $a\in A$, there exists $a'\in A$ such that $da' = a$.",deepseek-v3.1:671b-cloud,yes
Q1782332,Divisible group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/divisible_group,https://mathgloss.github.io/MathGloss/chicago/group,"An abelian group $(A,+)$ is divisible if for every $d\in \mathbb N$ and for every $a\in A$, there exists $a'\in A$ such that $da' = a$.",deepseek-v3.1:671b-cloud,yes
Q1783179,Orthogonal group,Q333871,Orthogonal matrix,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,https://mathgloss.github.io/MathGloss/chicago/orthogonal_matrix,://mathgloss.github.io/MathGloss/chicago/orthogonal_matrix) group** $\text{O}(n)$ is the group of $n\times n$ orthogonal matrices. This group is a matrix Lie group because it is a [subgroup](https://mathgloss.github.io/MathGlos,deepseek-v3.1:671b-cloud,yes
Q1783179,Orthogonal group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,https://mathgloss.github.io/MathGloss/chicago/group,o/MathGloss/chicago/group)** $\text{O}(n)$ is the group of $n\times n$ orthogonal matrices. This group is a matrix Lie group because it is a subgroup of the [general linear group](https://mathgloss.,deepseek-v3.1:671b-cloud,yes
Q1783179,Orthogonal group,,matrix_Lie_group,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,https://mathgloss.github.io/MathGloss/chicago/matrix_Lie_group,"mathgloss.github.io/MathGloss/chicago/group) of $n\times n$ orthogonal matrices. This group is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q1783179,Orthogonal group,Q466109,SubGroup,subclass_of,0.900,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,https://mathgloss.github.io/MathGloss/chicago/subgroup,".github.io/MathGloss/chicago/orthogonal_matrix). This group is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q1783179,Orthogonal group,Q524607,General linear group,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,https://mathgloss.github.io/MathGloss/chicago/general_linear_group,"hgloss.github.io/MathGloss/chicago/group) is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q178546,Determinant,,antisymmetric,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/determinant,https://mathgloss.github.io/MathGloss/chicago/antisymmetric,"transformation](https://mathgloss.github.io/MathGloss/chicago/linear_transformation) $T: V\to V$ (where $V$ is finite-dimensional) is the unique antisymmetric $n$-variable multilinear map $\text{det}$ such that $$\text{det}:(\mathbb R^n)^n \to \mathbb R$$ such that $\text{det}(e_1,\dots,e_n)=1$. It is defined for a",deepseek-v3.1:671b-cloud,yes
Q178546,Determinant,,multilinear,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/determinant,https://mathgloss.github.io/MathGloss/chicago/multilinear,"\to V$ (where $V$ is finite-dimensional) is the unique antisymmetric $n$-variable multilinear map $\text{det}$ such that $$\text{det}:(\mathbb R^n)^n \to \mathbb R$$ such that $\text{det}(e_1,\dots,e_n)=1$. It is defined for a the [matrix](https://mathgloss.github.io/MathGloss/chicago/matrix_of_a_linear_transfor",deepseek-v3.1:671b-cloud,yes
Q17859776,Q17859776,Q1211071,Equivalence class,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/orbit,https://mathgloss.github.io/MathGloss/chicago/equivalence_class,"partition of $X$ with associated equivalence relation given by $x\sim y$ if and only if there exists $g \in G$ with $g\cdot x =y$, and the orbits are equivalence classes. Equivalently, an orbit of $x$ is the subset of $X$ containing $x$ on which the action of $G$ is transitive transitive.",deepseek-v3.1:671b-cloud,yes
Q179899,Topological space,Q213363,Open set,has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/topological_space,https://mathgloss.github.io/MathGloss/chicago/open,A topological space is a set $X$ together with a collection $T$ of subsets of $X$. The elements of $T$ are called the open sets and they satisfy the following properties: 1. $X\in T$ and $\emptyset \in T$. 2. Arbitrary unions of open sets are open. 3. Finite intersections of open sets are open. $T$ is called a topology on $X$.,deepseek-v3.1:671b-cloud,yes
Q180907,Bijection,Q229102,Surjective function,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/bijective,https://mathgloss.github.io/MathGloss/chicago/surjective,A function $f:A\to B$ is bijective if it is both injective and surjective.,deepseek-v3.1:671b-cloud,yes
Q181296,Abelian group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/abelian_group,https://mathgloss.github.io/MathGloss/chicago/group,A group $G$ is abelian if its operation is commutative.,deepseek-v3.1:671b-cloud,yes
Q181296,Abelian group,Q165474,Commutative,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/abelian_group,https://mathgloss.github.io/MathGloss/chicago/commutative,A group $G$ is abelian if its operation is commutative.,deepseek-v3.1:671b-cloud,yes
Q18848,Module (algebra),,abelian,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,https://mathgloss.github.io/MathGloss/chicago/abelian,"Let $R$ be a ring with multiplicative identity $1$. A left $R$-module $M$ is an abelian group $(M, +)$ and another operation $\cdot : R\times M \to M$ such that fior all $r,s\in R$ and $x,y\in M$, 1. $r\cdot (x+y) = r\cdot x + r\cdot y$; 2. $(r+s)\dot",deepseek-v3.1:671b-cloud,yes
Q18848,Module (algebra),Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,https://mathgloss.github.io/MathGloss/chicago/group,"athGloss/chicago/ring) with multiplicative identity $1$. A left $R$-module $M$ is an abelian group $(M, +)$ and another operation $\cdot : R\times M \to M$ such that fior all $r,s\in R$ and $x,y\in M$, 1. $r\cdot (x+y) = r\cdot x + r\cdot y$; 2. $(r+s)\dot x = r\cdot x + s\cdot x$; 3. $(rs)\cdot x = r\cdot (s\cdot x)",deepseek-v3.1:671b-cloud,yes
Q189569,Linear Algebra/Basis for a Vector Space,,linearly_independent,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/basis,https://mathgloss.github.io/MathGloss/chicago/linearly_independent,A set $B$ is a basis for the vector space $V$ if it consists of linearly independent vectors that span $V$.,deepseek-v3.1:671b-cloud,yes
Q190056,Linear Algebra/Hilbert Spaces,Q214159,Inner product space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/hilbert_space,https://mathgloss.github.io/MathGloss/chicago/inner_product_space,"A Hilbert space $(H, \langle\cdot,\cdot\rangle)$ is an inner product space that is complete as a metric space with [metric](https://mathgloss.github.io/MathGloss",deepseek-v3.1:671b-cloud,yes
Q190056,Linear Algebra/Hilbert Spaces,Q848569,Complete metric space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/hilbert_space,https://mathgloss.github.io/MathGloss/chicago/complete_metric_space,"A Hilbert space $(H, \langle\cdot,\cdot\rangle)$ is an inner product space that is complete as a metric space with metric induced by the norm from the inner product.",deepseek-v3.1:671b-cloud,yes
Q190056,Linear Algebra/Hilbert Spaces,Q180953,Distance function,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/hilbert_space,https://mathgloss.github.io/MathGloss/chicago/metric_space,"(H, \langle\cdot,\cdot\rangle)$ is an inner product space that is complete as a metric space with metric induced by the norm from the inner product.",deepseek-v3.1:671b-cloud,yes
Q190056,Linear Algebra/Hilbert Spaces,,norm_induces_metric,has_property,0.870,https://mathgloss.github.io/MathGloss/chicago/hilbert_space,https://mathgloss.github.io/MathGloss/chicago/norm_induces_metric,thub.io/MathGloss/chicago/inner_product_space) that is complete as a metric space with metric induced by the norm from the inner product.,deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),Q164307,BinaryOperation,has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/binary_operation,A field is a set $F$ together with two binary operations addition ($+$) and multiplication ($\cdot$) such that - Addition and multiplication are both associative; - Addition and multiplication are both [commutative],deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),Q177251,Associative property,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/associative,A field is a set $F$ together with two binary operations addition ($+$) and multiplication ($\cdot$) such that - Addition and multiplication are both associative; - Addition and multiplication are both commutative; - There exist two distinct elements $0\neq 1$ in $F$ such that $0$ is an additive [identity](https://math,deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),Q165474,Commutative,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/commutative,"rse](https://mathgloss.github.io/MathGloss/chicago/inverse_element); - Multiplication distributes over addition as follows: $a\cdot (b+c) = (a\cdot b) + (a\cdot c)$ for all $a,b,c\in F$. Equivalently, a field is a commutative division ring.",deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),,identity_element,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/identity_element,io/MathGloss/chicago/commutative); - There exist two distinct elements $0\neq 1$ in $F$ such that $0$ is an additive identity and $1$ is a multiplicative identity; - Every element of $F$ has an additive inverse; - Every nonzero element of $F$ has a multiplicative [inverse](https://mathgloss.github.io/MathGloss/chica,deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),,inverse_element,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/inverse_element,"thgloss.github.io/MathGloss/chicago/identity_element); - Every element of $F$ has an additive inverse; - Every nonzero element of $F$ has a multiplicative inverse; - Multiplication distributes over addition as follows: $a\cdot (b+c) = (a\cdot b) + (a\cdot c)$ for all $a,b,c\in F$. Equivalently, a field is a [commutative](https://mathgloss.github.io/MathGloss/chicago/commuta",deepseek-v3.1:671b-cloud,yes
Q190109,Field (mathematics),Q650741,Division ring,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/field,https://mathgloss.github.io/MathGloss/chicago/division_ring,"ltiplication distributes over addition as follows: $a\cdot (b+c) = (a\cdot b) + (a\cdot c)$ for all $a,b,c\in F$. Equivalently, a field is a commutative division ring.",deepseek-v3.1:671b-cloud,yes
Q191690,Partition of unity,Q868473,Smooth function,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/partition_of_unity,https://mathgloss.github.io/MathGloss/chicago/smooth,athcal A$ be a collection of open sets in $\mathbb R^n$ and let $A$ be their union. A partition of unity subordinate to $\mathcal A$ is a countable collection of smooth functions $\{\phi_i\}_{i\in I}$ such that $\phi_i:\mathbb R^n \to \mathbb R$ such that 1. each $\phi_i \geq 0$. 2. each $\phi_i$ has compact support cont,deepseek-v3.1:671b-cloud,yes
Q191690,Partition of unity,,compact_support,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/partition_of_unity,https://mathgloss.github.io/MathGloss/chicago/compact_support,"ountable collection of smooth functions $\{\phi_i\}_{i\in I}$ such that $\phi_i:\mathbb R^n \to \mathbb R$ such that 1. each $\phi_i \geq 0$. 2. each $\phi_i$ has compact support contained in some $U \in \mathcal A$. 3. for all points $a$ of $A$, there exists an open neighborhood $V$ of $a$ such that all but finitely many of the $\phi_i$ are",deepseek-v3.1:671b-cloud,yes
Q1936288,Total variation,,measurable,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/total_variation,https://mathgloss.github.io/MathGloss/chicago/measurable,"Let $(X,\Sigma)$ be a measurable space with $\mu$ a signed measure. The total variation of $\mu$ is the function $\tau$ given by $$\tau(A) = \pi(A) + \nu(A)$$ where $\pi$ is the [positive va",deepseek-v3.1:671b-cloud,yes
Q1936288,Total variation,,positive_variation,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/total_variation,https://mathgloss.github.io/MathGloss/chicago/positive_variation,/measurable) with $\mu$ a signed measure. The total variation of $\mu$ is the function $\tau$ given by $$\tau(A) = \pi(A) + \nu(A)$$ where $\pi$ is the positive variation of $\mu$ and $\nu$ is the negative variation of $\mu$.,deepseek-v3.1:671b-cloud,no
Q1936288,Total variation,,negative_variation,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/total_variation,https://mathgloss.github.io/MathGloss/chicago/negative_variation,otal variation** of $\mu$ is the function $\tau$ given by $$\tau(A) = \pi(A) + \nu(A)$$ where $\pi$ is the positive variation of $\mu$ and $\nu$ is the negative variation of $\mu$.,deepseek-v3.1:671b-cloud,no
Q193794,Identity matrix,Q44337,Matrix (Mathematics),instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/identity_matrix,https://mathgloss.github.io/MathGloss/chicago/matrix,"The $n\times n$ identity matrix $I_n$ is the $n\times n$ matrix whose entries $(a_{ij})$ are such that $a_{ij}=1$ when $i=j$ and $0$ otherwise. That is, $a_{ij} = \delta_{ij}$ where $\delta_{ij}$ is the Kronecker delta",deepseek-v3.1:671b-cloud,yes
Q193794,Identity matrix,,Kronecker_delta,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/identity_matrix,https://mathgloss.github.io/MathGloss/chicago/Kronecker_delta,"s the $n\times n$ matrix whose entries $(a_{ij})$ are such that $a_{ij}=1$ when $i=j$ and $0$ otherwise. That is, $a_{ij} = \delta_{ij}$ where $\delta_{ij}$ is the Kronecker delta.",deepseek-v3.1:671b-cloud,no
Q194397,Banach space,Q848569,Complete metric space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/banach_space,https://mathgloss.github.io/MathGloss/chicago/complete_metric_space,"A normed linear space $(X, \vert \vert \cdot\vert \vert )$ is Banach if it is complete under the metric induced by the norm.",deepseek-v3.1:671b-cloud,no
Q194397,Banach space,Q180953,Distance function,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/banach_space,https://mathgloss.github.io/MathGloss/chicago/metric_space,"e](https://mathgloss.github.io/MathGloss/chicago/normed_linear_space) $(X, \vert \vert \cdot\vert \vert )$ is Banach if it is complete under the metric induced by the norm.",deepseek-v3.1:671b-cloud,no
Q19619110,Q19619110,Q719395,Category (mathematics),subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/small_category,https://mathgloss.github.io/MathGloss/chicago/category,"A category is small if both its collection of objects and its collection of morphisms are sets, not proper classes",deepseek-v3.1:671b-cloud,no
Q1969054,Q1969054,,essential_supremum,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/essentially_bounded,https://mathgloss.github.io/MathGloss/chicago/essential_supremum,"The elements of L$_\infty$ are called essentially bounded. That is, their absolute values have finite essential supremum.",deepseek-v3.1:671b-cloud,no
Q1991405,Nowhere dense set,,interior,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/nowhere_dense,https://mathgloss.github.io/MathGloss/chicago/interior,"/MathGloss/chicago/open) subset $H\subset G$ such that $A\cap H=\emptyset$. Equivalently, a set $A\subset X$ id nowhere dense in $X$ if its closure has empty interior.",deepseek-v3.1:671b-cloud,no
Q202906,Homeomorphism,Q170058,Continuity property,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/homeomorphism,https://mathgloss.github.io/MathGloss/chicago/continuous,s a function $f: X\to Y$ such that 1. $f$ is continuous. 2. $f$ is bijective. 3. $f^{-1}:Y\to X$ is continuous. Two topological spaces $X$ and $Y$ are homeomorphic if there exists a homeomorphism between them.,deepseek-v3.1:671b-cloud,yes
Q202906,Homeomorphism,Q180907,Bijection,subclass_of,0.900,https://mathgloss.github.io/MathGloss/chicago/homeomorphism,https://mathgloss.github.io/MathGloss/chicago/bijective,gical spaces](https://mathgloss.github.io/MathGloss/chicago/topological_space) $X$ and $Y$ is a function $f: X\to Y$ such that 1. $f$ is continuous. 2. $f$ is bijective. 3. $f^{-1}:Y\to X$ is continuous. Two topological spaces $X$ and $Y$ are homeomorphic,deepseek-v3.1:671b-cloud,no
Q203920,ManiFold,Q179899,Topological space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/topological_m-dimensional_manifold_with_boundary,https://mathgloss.github.io/MathGloss/chicago/topological_space,"A topological $m$-dimensional manifold with boundary is a topological space $M$ such that 1. for all $p \in M$, there exists an open neighborhood $U$ of $p$ homeomorphic to an [",deepseek-v3.1:671b-cloud,no
Q203920,ManiFold,,Hausdorff,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/topological_m-dimensional_manifold_with_boundary,https://mathgloss.github.io/MathGloss/chicago/Hausdorff,thub.io/MathGloss/chicago/homeomorphism) to an open set in the closed half-space $H^m$; 2. $M$ is Hausdorff; 3. $M$ is second-countable.,deepseek-v3.1:671b-cloud,no
Q203920,ManiFold,Q1363919,Second countable,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/topological_m-dimensional_manifold_with_boundary,https://mathgloss.github.io/MathGloss/chicago/second-countable,o/MathGloss/chicago/open) set in the closed half-space $H^m$; 2. $M$ is Hausdorff; 3. $M$ is second-countable.,deepseek-v3.1:671b-cloud,no
