Wikidata ID,PlanetMath,PlanetMath link,Wikidata Label
Q112182519,I-adic topology,http://planetmath.org/iadictopology,I-adic topology
Q3788444,IBN,http://planetmath.org/ibn,IBN
Q525964,idèle,http://planetmath.org/idele,Adelic algebraic group
Q368988,idempotency,http://planetmath.org/idempotency,Idempotence
Q2243424,idempotent,http://planetmath.org/idempotent,Idempotent (ring theory)
Q1333055,idempotent semiring,http://planetmath.org/idempotentsemiring,Rig (algebra)
Q321119,identity map,http://planetmath.org/identitymap,Identity function
Q17101558,IF-logic,http://planetmath.org/iflogic,Independence-friendly logic
Q6002514,imaginaries,http://planetmath.org/imaginaries,Imaginary element
Q15297666,immanent,http://planetmath.org/immanent,Immanant
Q1215266,implication,http://planetmath.org/implication,Implication
Q1196523,implicit differentiation,http://planetmath.org/implicitdifferentiation,Implicit function
Q33540,improper limits,http://planetmath.org/improperlimits,Limit of a function
Q4582901,incidence geometry,http://planetmath.org/incidencegeometry,Incidence geometry
Q10615255,incircle,http://planetmath.org/incircle,Incircle and excircles
Q1663694,inclusion mapping,http://planetmath.org/inclusionmapping,Inclusion map
Q6015812,indefinite sum,http://planetmath.org/indefinitesum,Indefinite sum
Q1223303,independent,http://planetmath.org/independent,IndependentS
Q21045319,independent increment,http://planetmath.org/independentincrement,Independent increments
Q21285678,indexing set,http://planetmath.org/indexingset,Index set
Q85769258,index of a Lie algebra,http://planetmath.org/indexofaliealgebra,Index of a Lie algebra
Q1418327,indiscrete topology,http://planetmath.org/indiscretetopology,Indiscrete topology
Q178377,induction,http://planetmath.org/induction,Mathematical induction
Q225527,inertial degree,http://planetmath.org/inertialdegree,Ramification (mathematics)
Q1068763,inference rule,http://planetmath.org/inferencerule,Laws of Logic
Q17502105,infimum,http://planetmath.org/infimum,Infimum and supremum
Q619388,infinite descent,http://planetmath.org/infinitedescent,Proof by infinite descent
Q7048840,infinitely-differentiable function that is not analytic,http://planetmath.org/infinitelydifferentiablefunctionthatisnotanalytic,Non-analytic smooth function
Q985058,infix notation,http://planetmath.org/infixnotation,Infix notation
Q985058,infix notation,http://planetmath.org/infixnotation,Infix notation
Q275604,Ingrid Daubechies,http://planetmath.org/ingriddaubechies,Ingrid Daubechies
Q2112483,injective resolution,http://planetmath.org/injectiveresolution,Injective resolution
Q1585233,inner function,http://planetmath.org/innerfunction,Hardy space
Q214159,inner product,http://planetmath.org/innerproduct,Inner product space
Q657037,in-place sorting algorithm,http://planetmath.org/inplacesortingalgorithm,In-place algorithm
Q1066790,inscribe,http://planetmath.org/inscribe,Inscribed figure
Q4846249,integer factorization,http://planetmath.org/integerfactorization,Integer factorization
Q1454111,integral basis,http://planetmath.org/integralbasis,Free abelian group
Q382583,integral manifold,http://planetmath.org/integralmanifold,Integrability conditions for differential systems
Q1665420,integral sign,http://planetmath.org/integralsign,Integral sign
Q1665420,integral sign,http://planetmath.org/integralsign,Integral sign
Q1155313,integral test,http://planetmath.org/integraltest,Integral test for convergence
Q80091,integration techniques,http://planetmath.org/integrationtechniques,Integral
Q2266263,intercession,http://planetmath.org/intercession,Intercession
Q6046889,interleave sequence,http://planetmath.org/interleavesequence,Interleaving sequence
Q4724006,internal point,http://planetmath.org/internalpoint,Algebraic interior
Q860611,International Congress of Mathematicians,http://planetmath.org/internationalcongressofmathematicians,International Congress of Mathematicians
Q3141064,Internationalization,http://planetmath.org/internationalization1,Internationalization
Q404,404 Not Found,http://planetmath.org/internet,HTTP 404
Q404,404 Not Found,http://planetmath.org/internet,HTTP 404
Q187631,interpolation,http://planetmath.org/interpolation,Interpolation
Q866300,interval halving,http://planetmath.org/intervalhalving,Bisection method
Q866300,interval halving converges linearly,http://planetmath.org/intervalhalvingconvergeslinearly,Bisection method
Q176786,intuitionistic logic,http://planetmath.org/intuitionisticlogic,Intuitionistic logic
Q3527201,invariance of dimension,http://planetmath.org/invarianceofdimension,Invariance of domain
Q3823417,invariance theorem,http://planetmath.org/invariancetheorem,Invariance theorem
Q199691,inverse Laplace transform of derivatives,http://planetmath.org/inverselaplacetransformofderivatives,Laplace transform
Q6060399,inverse number,http://planetmath.org/inversenumber,Inverse number
Q2836000,involutory ring,http://planetmath.org/involutoryring,*-algebra
Q91675,Irmgard Flügge-Lotz,http://planetmath.org/irmgardfluggelotz,Irmgard Flügge-Lotz
Q1412340,irrational,http://planetmath.org/irrational,Irrational
Q1827342,irreducible,http://planetmath.org/irreducible,Irreducibility (mathematics)
Q1827342,irreducible,http://planetmath.org/irreducible1,Irreducibility (mathematics)
Q621850,irreflexive,http://planetmath.org/irreflexive,Irreflexive relation
Q338057,I-semigroup,http://planetmath.org/isemigroup,Inverse element
Q1077717,Ishango bone,http://planetmath.org/ishangobone,Ishango Bone
Q7261158,isolated subgroup,http://planetmath.org/isolatedsubgroup,Pure subgroup
Q740207,isometric isomorphism,http://planetmath.org/isometricisomorphism,Isometry
Q189112,isomorphism,http://planetmath.org/isomorphism,Isomorphism class
Q7309604,isomorphism of varieties,http://planetmath.org/isomorphismofvarieties,Regular function
Q617417,isoperimetric problem,http://planetmath.org/isoperimetricproblem,Isoperimetric inequality
Q1194115,isosceles trapezoid,http://planetmath.org/isoscelestrapezoid,Isosceles trapezoid
Q6086323,isospectral,http://planetmath.org/isospectral,Isospectral
Q6086408,isothetic,http://planetmath.org/isothetic,Isothetic
Q1064500,isotropic submanifold,http://planetmath.org/isotropicsubmanifold,Symplectic manifold
Q60795289,isotropy representation,http://planetmath.org/isotropyrepresentation,Isotropy representation
Q18352463,iterated forcing,http://planetmath.org/iteratedforcing,Iterated forcing
Q1326388,iterator,http://planetmath.org/iterator,Iterator
Q947053,Itô integral,http://planetmath.org/itointegral,Itô calculus
Q1675580,Ivan Niven,http://planetmath.org/ivanniven,Ivan M. Niven
Q374046,Ivan Pervushin,http://planetmath.org/ivanpervushin,Ivan Pervushin
Q451330,Ivan Vinogradov,http://planetmath.org/ivanvinogradov,I.M. Vinogradov
Q506041,Jacobi determinant,http://planetmath.org/jacobideterminant,Jacobian matrix and determinant
Q164425,Jacques Hadamard,http://planetmath.org/jacqueshadamard,Jacques Hadamard
Q17098305,Jaffard ring,http://planetmath.org/jaffardring,Jaffard ring
Q310781,James Joseph Sylvester,http://planetmath.org/jamesjosephsylvester,James Joseph Sylvester
Q1099545,Janko groups,http://planetmath.org/jankogroups,Janko group
Q313454,Jan Łukasiewicz,http://planetmath.org/janlukasiewicz,Jan Łukasiewicz
Q16924,János Bolyai,http://planetmath.org/janosbolyai,János Bolyai
Q3757,Java,http://planetmath.org/java,Java
Q2005,JavaScript,http://planetmath.org/javascript,JavaScript
Q468042,Jessie MacWilliams,http://planetmath.org/jessiemacwilliams,Jessie MacWilliams
Q287419,j-invariant,http://planetmath.org/jinvariant,J-invariant
Q450308,Joan Birman,http://planetmath.org/joanbirman,Joan Birman
Q315431,John Charles Fields,http://planetmath.org/johncharlesfields,John Charles Fields
Q128736,John Forbes Nash,http://planetmath.org/johnforbesnash,John Forbes Nash Jr.
Q268961,John Horton Conway,http://planetmath.org/johnhortonconway,John Horton Conway
Q6253100,John Pollard,http://planetmath.org/johnpollard,John Pollard
Q17455,John von Neumann,http://planetmath.org/johnvonneumann,John von Neumann
Q17101965,joint embedding property,http://planetmath.org/jointembeddingproperty,Joint embedding property
Q838495,Jordan canonical form theorem,http://planetmath.org/jordancanonicalformtheorem,Jordan normal form
Q1703597,Jordan content of an n-cell,http://planetmath.org/jordancontentofanncell,Peano–Jordan measure
Q6277192,Jordan decomposition,http://planetmath.org/jordandecomposition,Jordan decomposition
Q2525646,Jordan-Hölder decomposition,http://planetmath.org/jordanholderdecomposition,Composition series
Q315436,Joseph Bertrand,http://planetmath.org/josephbertrand,Joseph Bertrand
Q214549,Joseph Liouville,http://planetmath.org/josephliouville,Joseph Liouville
Q667683,Joseph Wedderburn,http://planetmath.org/josephwedderburn,Joseph Wedderburn
Q3710437,Judy Holdener,http://planetmath.org/judyholdener,Judy A. Holdener
Q452116,Julia Bowman Robinson,http://planetmath.org/juliabowmanrobinson,Julia Robinson
Q515891,Julius König,http://planetmath.org/juliuskonig,Gyula Kőnig
Q1353916,Kähler potential,http://planetmath.org/kahlerpotential,Kähler manifold
Q15830473,κ-categorical,http://planetmath.org/kappacategorical,Categorical theory
Q57103,Karl Weierstraß,http://planetmath.org/karlweierstrass,Karl Weierstrass
Q6453511,Käte Fenchel,http://planetmath.org/katefenchel,Kate Fenchel
Q467786,Kathleen Ollerenshaw,http://planetmath.org/kathleenollerenshaw,Kathleen Ollerenshaw
Q1737199,Kautz graph,http://planetmath.org/kautzgraph,Kautz graph
Q1242232,Kazimierz Zarankiewicz,http://planetmath.org/kazimierzzarankiewicz,Kazimierz Zarankiewicz
Q3115621,k-connected graph,http://planetmath.org/kconnectedgraph,K-connected graph
Q2914509,kernel of a linear mapping,http://planetmath.org/kernelofalinearmapping,Nullspace
Q634557,Killing form,http://planetmath.org/killingform,Killing form
Q2896863,KKM lemma,http://planetmath.org/kkmlemma,Knaster–Kuratowski–Mazurkiewicz lemma
Q550593,Klein 4-group,http://planetmath.org/klein4group,Klein four-group
Q733004,Kneser graphs,http://planetmath.org/knesergraphs,Kneser graph
Q223137,Koch curve,http://planetmath.org/kochcurve,Koch snowflake
Q162478,Köchel number,http://planetmath.org/kochelnumber,Köchel catalogue
Q162478,Köchel number,http://planetmath.org/kochelnumber,Köchel catalogue
Q588218,Koebe 1/4 theorem,http://planetmath.org/koebe14theorem,Köbe function
Q588218,Koebe distortion theorem,http://planetmath.org/koebedistortiontheorem,Köbe function
Q588218,Koebe function,http://planetmath.org/koebefunction,Köbe function
Q6454025,Koethe conjecture,http://planetmath.org/koetheconjecture,Köthe conjecture
Q1718082,k-partite graph,http://planetmath.org/kpartitegraph,Multipartite graph
Q2462350,Kripke semantics,http://planetmath.org/kripkesemantics,Kripke semantics
Q1142704,Krull intersection theorem,http://planetmath.org/krullintersectiontheorem,Local ring
Q852757,Krull valuation,http://planetmath.org/krullvaluation,Valuation (algebra)
Q1121027,Krylov-Bogolubov theorem,http://planetmath.org/krylovbogolubovtheorem,Krylov-Bogoliubov theorem
Q450393,Krystyna Kuperberg,http://planetmath.org/krystynakuperberg,Krystyna Kuperberg
Q15615154,K-theory,http://planetmath.org/ktheory,K-theory
Q333918,Kunihiko Kodaira,http://planetmath.org/kunihikokodaira,Kunihiko Kodaira
Q6445654,Kuratowski closure-complement theorem,http://planetmath.org/kuratowskiclosurecomplementtheorem,Kuratowski's closure-complement problem
Q72980,Kurt Heegner,http://planetmath.org/kurtheegner,Kurt Heegner
Q327167,Kurt Mahler,http://planetmath.org/kurtmahler,Kurt Mahler
Q5597093,labeled graph,http://planetmath.org/labeledgraph,Labeled graph
Q598870,Lagrange multiplier method,http://planetmath.org/lagrangemultipliermethod,Lagrange multiplier
Q17086206,Lagrange multipliers on Banach spaces,http://planetmath.org/lagrangemultipliersonbanachspaces,Lagrange multipliers on Banach spaces
Q4117142,Lambert quadrilateral,http://planetmath.org/lambertquadrilateral,Lambert quadrilateral
Q5156582,lamellar field,http://planetmath.org/lamellarfield,Lamellar vector field
Q115804663,Landau kernel,http://planetmath.org/landaukernel,Landau kernel
Q269878,Landau notation,http://planetmath.org/landaunotation,Landau symbol
Q192161,language,http://planetmath.org/language,Formal language
Q203484,Laplacian,http://planetmath.org/laplacian,Laplacian
Q772067,Laplacian matrix of a graph,http://planetmath.org/laplacianmatrixofagraph,Laplacian matrix
Q211642,Lars Ahlfors,http://planetmath.org/larsahlfors,Lars Valerian Ahlfors
Q333941,Lars Hörmander,http://planetmath.org/larshormander,Lars Hörmander
Q172298,Lasker-Noether theorem,http://planetmath.org/laskernoethertheorem,Primary decomposition
Q1807061,lattice filter,http://planetmath.org/latticefilter,Lattice phase equaliser
Q595364,lattice homomorphism,http://planetmath.org/latticehomomorphism,Lattice theory
Q906456,lattice of topologies,http://planetmath.org/latticeoftopologies,Comparison of topologies
Q315396,Laurent Lafforgue,http://planetmath.org/laurentlafforgue,Laurent Lafforgue
Q17144402,Laver table,http://planetmath.org/lavertable,Laver table
Q7208500,law of rare events,http://planetmath.org/lawofrareevents,Law of rare events
Q1056761,least significant digit,http://planetmath.org/leastsignificantdigit,Significant figure
Q842953,Lebesgue density theorem,http://planetmath.org/lebesguedensitytheorem,Lebesgue's density theorem
Q853831,Lebesgue integral,http://planetmath.org/lebesgueintegral,Lebesgue-integrable
Q185813,left and right unity of ring,http://planetmath.org/leftandrightunityofring,Identity element
Q1575131,left hand rule,http://planetmath.org/lefthandrule,Left-hand rule
Q185813,left identity and right identity,http://planetmath.org/leftidentityandrightidentity,Identity element
Q338047,leftmost derivation,http://planetmath.org/leftmostderivation,Context free grammars
Q133105,legs,http://planetmath.org/legs,Leg (anatomy)
Q649470,Leibniz harmonic triangle,http://planetmath.org/leibnizharmonictriangle,Leibniz harmonic triangle
Q1069516,Leibniz notation,http://planetmath.org/leibniznotation,Leibniz's notation for differentiation
Q6522492,length function,http://planetmath.org/lengthfunction,Length function
Q1761084,length of a module,http://planetmath.org/lengthofamodule,Length of a module
Q65088643,length of a polynomial,http://planetmath.org/lengthofapolynomial,Height function
Q8763,Leonardo da Pisa,http://planetmath.org/leonardodapisa,Fibonacci
Q76410,Leopold Kronecker,http://planetmath.org/leopoldkronecker,Leopold Kronecker
Q126955,level curve,http://planetmath.org/levelcurve,Level set
Q126955,level sets of smooth functions on manifolds,http://planetmath.org/levelsetsofsmoothfunctionsonmanifolds,Level set
Q205084,Levin reduction,http://planetmath.org/levinreduction,Computational complexity theory
Q7254693,Levi pseudoconvex,http://planetmath.org/levipseudoconvex,Pseudoconvexity
Q18348285,Levy collapse,http://planetmath.org/levycollapse,Levy collapse
Q952222,Levy-Desplanques theorem,http://planetmath.org/levydesplanquestheorem,Diagonally dominant matrix
Q1144915,lexicographic order,http://planetmath.org/lexicographicorder,Lexicographical order
Q2044496,Liber Abaci,http://planetmath.org/liberabaci,Liber Abaci
Q2500406,Lienard system,http://planetmath.org/lienardsystem,Liénard equation
Q1076611,limit inferior,http://planetmath.org/limitinferior,Limit inferior and limit superior
Q33540,limit rules of functions,http://planetmath.org/limitrulesoffunctions,Limit of a function
Q1076611,limit superior,http://planetmath.org/limitsuperior,Limit inferior and limit superior
Q1076611,limit superior of sets,http://planetmath.org/limitsuperiorofsets,Limit inferior and limit superior
Q4454973,Lindelöf theorem,http://planetmath.org/lindeloftheorem,Lindelöf's theorem
Q1151098,Lindenmayer system,http://planetmath.org/lindenmayersystem,Lindenmayer System
Q1752667,linear code,http://planetmath.org/linearcode,Linear code
Q6553426,linear complex structure,http://planetmath.org/linearcomplexstructure,Linear complex structure
Q1783502,linear convergence,http://planetmath.org/linearconvergence,Rate of convergence
Q207643,linear extension,http://planetmath.org/linearextension,Linear map
Q1520713,linearization,http://planetmath.org/linearization,Linearization
Q743686,linear language,http://planetmath.org/linearlanguage,Linear grammar
Q6553462,linear least squares,http://planetmath.org/linearleastsquares,Linear least squares (mathematics)
Q6553462,linear least squares fit,http://planetmath.org/linearleastsquaresfit,Linear least squares (mathematics)
Q3062530,linearly disjoint,http://planetmath.org/linearlydisjoint,Linearly disjoint
Q27670,linearly independent,http://planetmath.org/linearlyindependent,Linear Algebra/Linearly Independent Vectors
Q1129902,linear ordinary differential equation,http://planetmath.org/linearordinarydifferentialequation,Linear differential equation
Q202843,linear programming,http://planetmath.org/linearprogramming,Linear programming
Q364089,linear recurrence,http://planetmath.org/linearrecurrence,Linear recurrence
Q207643,linear transformation,http://planetmath.org/lineartransformation,Linear map
Q1755697,Liouville approximation theorem,http://planetmath.org/liouvilleapproximationtheorem,Liouville number
Q594135,Lissajous curves,http://planetmath.org/lissajouscurves,Lissajous curve
Q28835,list of Fields medalists,http://planetmath.org/listoffieldsmedalists,FieldsMedal
Q851682,list of probability distributions,http://planetmath.org/listofprobabilitydistributions,List of probability distributions
Q1668861,little Picard theorem,http://planetmath.org/littlepicardtheorem,Picard's great theorem
Q932615,LL(k),http://planetmath.org/llk,LL parser
Q3275652,local base,http://planetmath.org/localbase,Local base
Q5156470,locale,http://planetmath.org/locale,Complete Heyting algebra
Q251307,localization,http://planetmath.org/localization,Localization
Q1572357,locally convex topological vector space,http://planetmath.org/locallyconvextopologicalvectorspace,Locally convex
Q2721559,locally Euclidean,http://planetmath.org/locallyeuclidean,Coordinate chart
Q643300,locally finite collection,http://planetmath.org/locallyfinitecollection,Countably locally finite
Q1052761,locally homeomorphic,http://planetmath.org/locallyhomeomorphic,Local homeomorphism
Q6664703,locally simply connected,http://planetmath.org/locallysimplyconnected,Locally simply connected space
Q6666620,Loewner chain,http://planetmath.org/loewnerchain,Loewner equation
Q6667306,logarithmic convolution,http://planetmath.org/logarithmicconvolution,Logarithmic convolution
Q752723,logarithmic density,http://planetmath.org/logarithmicdensity,Natural density
Q1166618,logic,http://planetmath.org/logic,Mathematical logic
Q211790,logical connective,http://planetmath.org/logicalconnective,Logical connective
Q2519134,logical language,http://planetmath.org/logicallanguage,Engineered language
Q220433,logically equivalent,http://planetmath.org/logicallyequivalent,Logical equivalence
Q845691,logicism,http://planetmath.org/logicism,Logicism
Q1810244,London Mathematical Society,http://planetmath.org/londonmathematicalsociety,London Mathematical Society
Q1854385,long division,http://planetmath.org/longdivision,Long division
Q17098626,loop algebra,http://planetmath.org/loopalgebra,Loop algebra
Q1503423,loop and quasigroup,http://planetmath.org/loopandquasigroup,Quasigroup
Q899844,Lorenz equation,http://planetmath.org/lorenzequation,Lorenz attractor
Q150052,Lotka-Volterra system,http://planetmath.org/lotkavolterrasystem,Lotka-Volterra cycle
Q215169,loxodrome,http://planetmath.org/loxodrome,Rhumb line
Q2372257,L-series of an elliptic curve,http://planetmath.org/lseriesofanellipticcurve,Hasse–Weil zeta function
Q1138992,Lucas-Lehmer primality test,http://planetmath.org/lucaslehmerprimalitytest,Lucas–Lehmer primality test
Q2503280,Lucas numbers,http://planetmath.org/lucasnumbers,Lukas number
Q1428157,lucky prime,http://planetmath.org/luckyprime,Lucky number
Q833089,LU decomposition,http://planetmath.org/ludecomposition,Doolittle decomposition
Q1341651,Lyapunov stable,http://planetmath.org/lyapunovstable,Lyapunov stability
Q1872826,LYM inequality,http://planetmath.org/lyminequality,LYM inequality
Q5249756,MacNeille completion,http://planetmath.org/macneillecompletion,Dedekind completion
Q2314872,magic circles,http://planetmath.org/magiccircles,Magic circle (mathematics)
Q1994695,majorization,http://planetmath.org/majorization,Majorization
Q1046711,Mangoldt summatory function,http://planetmath.org/mangoldtsummatoryfunction,Mangoldt summatory function
Q1851710,many-sorted structure,http://planetmath.org/manysortedstructure,Model (logic)
Q42292,Maple,http://planetmath.org/maple,Maple trees
Q200392,Maria Gaetana Agnesi,http://planetmath.org/mariagaetanaagnesi,"Agnesi, Maria Gaetana"
Q238589,Marianna Csörnyei,http://planetmath.org/mariannacsornyei,Marianna Csörnyei
Q1900936,Markov algorithm,http://planetmath.org/markovalgorithm,Markov algorithm
Q6772390,Marot ring,http://planetmath.org/marotring,Marot ring
Q1765521,martingale convergence theorem,http://planetmath.org/martingaleconvergencetheorem,Doob's martingale convergence theorems
Q1771279,Maryam Mirzakhani,http://planetmath.org/maryammirzakhani,Maryam Mirzakhani
Q450235,Mary Ellen Rudin,http://planetmath.org/maryellenrudin,Mary Ellen Rudin
Q11103473,Mary Frances Winston Newson,http://planetmath.org/maryfranceswinstonnewson,Mary Newson
Q81294,Mathematica,http://planetmath.org/mathematica,Wolfram Mathematica
Q1813899,Mathematical Association of America,http://planetmath.org/mathematicalassociationofamerica,Mathematical Association of America
Q3392001,mathematical platonism,http://planetmath.org/mathematicalplatonism,Mathematical Platonism
Q335632,mathematics of finance,http://planetmath.org/mathematicsoffinance,Mathematics of finance
Q335632,mathematics of finance,http://planetmath.org/mathematicsoffinance,Mathematics of finance
Q967960,Mathematics Subject Classification,http://planetmath.org/mathematicssubjectclassification,Mathematics Subject Classification
Q934200,Mathieu groups,http://planetmath.org/mathieugroups,Mathieu group
Q823982,MathML,http://planetmath.org/mathml,MathML
Q719112,MathWorld,http://planetmath.org/mathworld,MathWorld
Q169478,MATLAB,http://planetmath.org/matlab,MATLAB
Q1361088,matrix factorization,http://planetmath.org/matrixfactorization,Matrix decomposition
Q1551745,matrix inversion lemma,http://planetmath.org/matrixinversionlemma,Woodbury matrix identity
Q902017,matrix logarithm,http://planetmath.org/matrixlogarithm,Logarithm of a matrix
Q939253,matrix p-norm,http://planetmath.org/matrixpnorm,Frobenius norm
Q6787889,matrix representation,http://planetmath.org/matrixrepresentation,Matrix representation
Q898572,matroid independence axioms,http://planetmath.org/matroidindependenceaxioms,Matroid
Q2528476,maximal condition,http://planetmath.org/maximalcondition,Ascending chain condition
Q608294,maximum flow/minimum cut theorem,http://planetmath.org/maximumflowminimumcuttheorem,Max-flow min-cut theorem
Q335109,Mayan math,http://planetmath.org/mayanmath,Maya numerals
Q6803482,meager,http://planetmath.org/meager,Meager
Q1940696,mean square deviation,http://planetmath.org/meansquaredeviation,Mean squared error
Q1940696,mean square error,http://planetmath.org/meansquareerror,Mean squared error
Q55630563,measurable projection theorem,http://planetmath.org/measurableprojectiontheorem,Projection (measure theory)
Q1003225,measure-preserving,http://planetmath.org/measurepreserving,Measure-preserving dynamical system
Q1201815,measure zero,http://planetmath.org/measurezero,Null set
Q895815,meet continuous,http://planetmath.org/meetcontinuous,Scott-continuous
Q217616,meromorphic,http://planetmath.org/meromorphic,Meromorphic function
Q186875,Mersenne numbers,http://planetmath.org/mersennenumbers,Mersenne prime
Q6822437,metacompact,http://planetmath.org/metacompact,Metacompact space
Q193983,metalanguage,http://planetmath.org/metalanguage,Meta language
Q865019,method of exhaustion,http://planetmath.org/methodofexhaustion,Method of exhaustion
Q1036452,method of undetermined coefficients,http://planetmath.org/methodofundeterminedcoefficients,Method of undetermined coefficients
Q1003225,metric entropy,http://planetmath.org/metricentropy,Measure-preserving dynamical system
Q232405,metric system,http://planetmath.org/metricsystem,Metric system
Q232405,metric system,http://planetmath.org/metricsystem,Metric system
Q1194053,metrizable,http://planetmath.org/metrizable,Metrizable space
Q208356,Michael Francis Atiyah,http://planetmath.org/michaelfrancisatiyah,Michael Atiyah
Q6830669,Michael Golomb,http://planetmath.org/michaelgolomb,Michael Golomb
Q1156903,midpoint rule,http://planetmath.org/midpointrule,Riemann sum
Q6846217,Mike Byster,http://planetmath.org/mikebyster,Mike Byster
Q980224,Miller-Rabin prime test,http://planetmath.org/millerrabinprimetest,Miller–Rabin primality test
Q541619,Mina Rees,http://planetmath.org/minarees,Mina Rees
Q2528476,minimal condition,http://planetmath.org/minimalcondition,Ascending chain condition
Q17098959,minimal prime ideal,http://planetmath.org/minimalprimeideal,Minimal prime ideal
Q464794,Minkowski space,http://planetmath.org/minkowskispace,Minkowski space
Q1322294,Minkowski sum,http://planetmath.org/minkowskisum,Minkowski addition
Q905837,minor (of a graph),http://planetmath.org/minorofagraph,Graph minor
Q1341061,minor (of a matrix),http://planetmath.org/minorofamatrix,Cofactor (mathematics)
Q2449984,Miquel point,http://planetmath.org/miquelpoint,Pivot theorem
Q66055,mixed fraction,http://planetmath.org/mixedfraction,Vulgar fraction
Q4350572,mixing,http://planetmath.org/mixing,Mixing (physics)
Q191062,mnemonic device,http://planetmath.org/mnemonicdevice,Mnemonic technique
Q2343600,modular discriminant,http://planetmath.org/modulardiscriminant,Weierstrass elliptic function
Q870797,modular function,http://planetmath.org/modularfunction,Modular form
Q4299465,modular ideal,http://planetmath.org/modularideal,Regular ideal
Q1538614,modular law,http://planetmath.org/modularlaw,Modular lattice
Q6034324,module of finite rank,http://planetmath.org/moduleoffiniterank,Injective hull
Q120812,modulus of complex number,http://planetmath.org/modulusofcomplexnumber,Absolute value
Q655742,modus ponens,http://planetmath.org/modusponens,Affirming the antecedent
Q2318637,mollifier,http://planetmath.org/mollifier,Mollifier
Q6897118,momentum map,http://planetmath.org/momentummap,Momentum map
Q6899873,monic,http://planetmath.org/monic1,Monic
Q543956,monodromy group,http://planetmath.org/monodromygroup,Monodromy
Q5532500,monomial matrix,http://planetmath.org/monomialmatrix,Generalized permutation matrix
Q194404,monotonic,http://planetmath.org/monotonic,Monotonic function
Q194404,monotonically decreasing,http://planetmath.org/monotonicallydecreasing,Monotonic function
Q194404,monotonically increasing,http://planetmath.org/monotonicallyincreasing,Monotonic function
Q194404,monotonically nondecreasing,http://planetmath.org/monotonicallynondecreasing,Monotonic function
Q194404,monotonically nonincreasing,http://planetmath.org/monotonicallynonincreasing,Monotonic function
Q6902035,monotonicity criterion,http://planetmath.org/monotonicitycriterion,Negative responsiveness
Q232207,Monte Carlo methods,http://planetmath.org/montecarlomethods,Monte Carlo method
Q232207,Monte Carlo simulation,http://planetmath.org/montecarlosimulation,Monte Carlo method
Q6912366,Morita equivalence,http://planetmath.org/moritaequivalence,Morita equivalence
Q77510,Moritz Stern,http://planetmath.org/moritzstern,Moritz Abraham Stern
Q2864650,morphic number,http://planetmath.org/morphicnumber,Mathematical art
Q926547,Moscow Mathematical Papyrus,http://planetmath.org/moscowmathematicalpapyrus,Moscow papyrus
Q1056761,most significant digit,http://planetmath.org/mostsignificantdigit,Significant figure
Q2981889,motivic cohomology,http://planetmath.org/motiviccohomology,Motivic cohomology
Q2981889,motivic cohomology,http://planetmath.org/motiviccohomology1,Motivic cohomology
Q863912,m-system,http://planetmath.org/msystem,Prime ideal
Q279433,multifunction,http://planetmath.org/multifunction,Multi-function printer
Q1952404,multi-linear,http://planetmath.org/multilinear,Multilinear map
Q2917823,multiplicative set,http://planetmath.org/multiplicativeset,Multiplicative set
Q4596974,multiply transitive,http://planetmath.org/multiplytransitive,Multiply transitive
Q1952516,multiresolution analysis,http://planetmath.org/multiresolutionanalysis,Multiresolution analysis
Q252973,mutual information,http://planetmath.org/mutualinformation,Mutual information
Q104752,mutually coprime,http://planetmath.org/mutuallycoprime,Coprime integers
Q3454656,mutual recursion,http://planetmath.org/mutualrecursion,Mutual recursion
Q341278,nabla,http://planetmath.org/nabla,Nabla
Q304878,National Science Foundation,http://planetmath.org/nationalsciencefoundation,National Science Foundation
Q485287,natural boundary,http://planetmath.org/naturalboundary,Analytic continuation
Q1572108,natural deduction,http://planetmath.org/naturaldeduction,Natural deduction
Q1442189,natural homomorphism,http://planetmath.org/naturalhomomorphism,Natural transformation
Q82435,natural log base,http://planetmath.org/naturallogbase,Eulers number
Q21199,natural number,http://planetmath.org/naturalnumber,Natural numbers
Q875267,necessary and sufficient,http://planetmath.org/necessaryandsufficient,Necessity and sufficiency
Q715358,negation,http://planetmath.org/negation,Additive inverse
Q96478216,negative definite,http://planetmath.org/negativedefinite,Negative definite
Q5299605,negative translation,http://planetmath.org/negativetranslation,Double-negation translation
Q2141963,neighborhood retract,http://planetmath.org/neighborhoodretract,Retraction (topology)
Q1333178,Neil J. A. Sloane,http://planetmath.org/neiljasloane,Neil Sloane
Q1149279,Neumann problem,http://planetmath.org/neumannproblem,Neumann boundary condition
Q332430,neutral geometry,http://planetmath.org/neutralgeometry,Absolute geometry
Q217608,neutrally stable fixed point,http://planetmath.org/neutrallystablefixedpoint,Fixed point (mathematics)
Q2995691,Newlander-Niremberg theorem,http://planetmath.org/newlandernirembergtheorem,Almost complex manifold
Q944241,Newton and Cotes formulas,http://planetmath.org/newtonandcotesformulas,Newton-Cotes formula
Q927125,Nicolas Rashevsky,http://planetmath.org/nicolasrashevsky,Nicolas Rashevsky
Q124115,Niels Henrik Abel,http://planetmath.org/nielshenrikabel,Niels Henrik Abel
Q839999,Niemytzki plane,http://planetmath.org/niemytzkiplane,Moore plane
Q2375830,nil and nilpotent ideals,http://planetmath.org/nilandnilpotentideals,Glossary of ring theory
